country,code,year,gdp
South and South-East Asia,,"Sun, 01 Jan 1930 11:00:00 PM",1299.24
South and South-East Asia,,"Sun, 01 Jan 1940 11:00:00 PM",1235
South and South-East Asia,,"Sun, 01 Jan 1950 11:00:00 PM",1069.71
South and South-East Asia,,"Sun, 01 Jan 1960 11:00:00 PM",1294.93
South and South-East Asia,,"Sun, 01 Jan 1970 11:00:00 PM",1545.88
South and South-East Asia,,"Sun, 01 Jan 1980 11:00:00 PM",1897.43
South and South-East Asia,,"Sun, 01 Jan 1990 11:00:00 PM",2573.68
South and South-East Asia,,"Sun, 01 Jan 2000 11:00:00 PM",3437.29
South and South-East Asia,,"Sun, 01 Jan 2010 11:00:00 PM",5366.59
South and South-East Asia,,"Sun, 01 Jan 2016 11:00:00 PM",6991.33
South and South-East Asia,,"Sun, 01 Jan 2017 11:00:00 PM",7306.07
South and South-East Asia,,"Sun, 01 Jan 2018 11:00:00 PM",7648.66
Sub-Sahara Africa,,"Sun, 01 Jan 1820 11:00:00 PM",800
Sub-Sahara Africa,,"Sun, 01 Jan 1850 11:00:00 PM",800
Sub-Sahara Africa,,"Sun, 01 Jan 1870 11:00:00 PM",800
Sub-Sahara Africa,,"Sun, 01 Jan 1900 11:00:00 PM",850
Sub-Sahara Africa,,"Sun, 01 Jan 1920 11:00:00 PM",950
Sub-Sahara Africa,,"Sun, 01 Jan 1940 11:00:00 PM",1100
Sub-Sahara Africa,,"Sun, 01 Jan 1950 11:00:00 PM",1322.69
Sub-Sahara Africa,,"Sun, 01 Jan 1960 11:00:00 PM",1574.23
Sub-Sahara Africa,,"Sun, 01 Jan 1970 11:00:00 PM",1957.64
Sub-Sahara Africa,,"Sun, 01 Jan 1980 11:00:00 PM",2025.76
Sub-Sahara Africa,,"Sun, 01 Jan 1990 11:00:00 PM",1800.78
Sub-Sahara Africa,,"Sun, 01 Jan 2000 11:00:00 PM",1981.22
Sub-Sahara Africa,,"Sun, 01 Jan 2010 11:00:00 PM",3155.57
Sub-Sahara Africa,,"Sun, 01 Jan 2016 11:00:00 PM",3491.18
Sub-Sahara Africa,,"Sun, 01 Jan 2017 11:00:00 PM",3524.23
Sub-Sahara Africa,,"Sun, 01 Jan 2018 11:00:00 PM",3532.37
United States,USA,"Sun, 01 Jan 1650 11:00:00 PM",897
United States,USA,"Sun, 01 Jan 1720 11:00:00 PM",1768.99
United States,USA,"Sun, 01 Jan 1775 11:00:00 PM",2419
United States,USA,"Sun, 01 Jan 1800 11:00:00 PM",2545.49
United States,USA,"Sun, 01 Jan 1801 11:00:00 PM",2591.77
United States,USA,"Sun, 01 Jan 1802 11:00:00 PM",2635.48
United States,USA,"Sun, 01 Jan 1803 11:00:00 PM",2590.48
United States,USA,"Sun, 01 Jan 1804 11:00:00 PM",2587.91
United States,USA,"Sun, 01 Jan 1805 11:00:00 PM",2643.19
United States,USA,"Sun, 01 Jan 1806 11:00:00 PM",2690.76
United States,USA,"Sun, 01 Jan 1807 11:00:00 PM",2717.76
United States,USA,"Sun, 01 Jan 1808 11:00:00 PM",2526.2
United States,USA,"Sun, 01 Jan 1809 11:00:00 PM",2652.19
United States,USA,"Sun, 01 Jan 1810 11:00:00 PM",2725.47
United States,USA,"Sun, 01 Jan 1811 11:00:00 PM",2780.75
United States,USA,"Sun, 01 Jan 1812 11:00:00 PM",2731.9
United States,USA,"Sun, 01 Jan 1813 11:00:00 PM",2762.75
United States,USA,"Sun, 01 Jan 1814 11:00:00 PM",2815.46
United States,USA,"Sun, 01 Jan 1815 11:00:00 PM",2803.89
United States,USA,"Sun, 01 Jan 1816 11:00:00 PM",2690.76
United States,USA,"Sun, 01 Jan 1817 11:00:00 PM",2688.19
United States,USA,"Sun, 01 Jan 1818 11:00:00 PM",2694.62
United States,USA,"Sun, 01 Jan 1819 11:00:00 PM",2690.76
United States,USA,"Sun, 01 Jan 1820 11:00:00 PM",2674.05
United States,USA,"Sun, 01 Jan 1821 11:00:00 PM",2715.19
United States,USA,"Sun, 01 Jan 1822 11:00:00 PM",2791.04
United States,USA,"Sun, 01 Jan 1823 11:00:00 PM",2760.18
United States,USA,"Sun, 01 Jan 1824 11:00:00 PM",2836.03
United States,USA,"Sun, 01 Jan 1825 11:00:00 PM",2897.74
United States,USA,"Sun, 01 Jan 1826 11:00:00 PM",2918.31
United States,USA,"Sun, 01 Jan 1827 11:00:00 PM",2929.88
United States,USA,"Sun, 01 Jan 1828 11:00:00 PM",2929.88
United States,USA,"Sun, 01 Jan 1829 11:00:00 PM",2833.46
United States,USA,"Sun, 01 Jan 1830 11:00:00 PM",3039.16
United States,USA,"Sun, 01 Jan 1831 11:00:00 PM",3225.57
United States,USA,"Sun, 01 Jan 1832 11:00:00 PM",3342.56
United States,USA,"Sun, 01 Jan 1833 11:00:00 PM",3459.55
United States,USA,"Sun, 01 Jan 1834 11:00:00 PM",3294.99
United States,USA,"Sun, 01 Jan 1835 11:00:00 PM",3419.7
United States,USA,"Sun, 01 Jan 1836 11:00:00 PM",3469.83
United States,USA,"Sun, 01 Jan 1837 11:00:00 PM",3360.56
United States,USA,"Sun, 01 Jan 1838 11:00:00 PM",3329.7
United States,USA,"Sun, 01 Jan 1839 11:00:00 PM",3491.69
United States,USA,"Sun, 01 Jan 1840 11:00:00 PM",3319.42
United States,USA,"Sun, 01 Jan 1841 11:00:00 PM",3252.57
United States,USA,"Sun, 01 Jan 1842 11:00:00 PM",3223
United States,USA,"Sun, 01 Jan 1843 11:00:00 PM",3274.42
United States,USA,"Sun, 01 Jan 1844 11:00:00 PM",3453.12
United States,USA,"Sun, 01 Jan 1845 11:00:00 PM",3505.83
United States,USA,"Sun, 01 Jan 1846 11:00:00 PM",3526.4
United States,USA,"Sun, 01 Jan 1847 11:00:00 PM",3618.96
United States,USA,"Sun, 01 Jan 1848 11:00:00 PM",3712.81
United States,USA,"Sun, 01 Jan 1849 11:00:00 PM",3616.39
United States,USA,"Sun, 01 Jan 1850 11:00:00 PM",3631.82
United States,USA,"Sun, 01 Jan 1851 11:00:00 PM",3778.38
United States,USA,"Sun, 01 Jan 1852 11:00:00 PM",3971.22
United States,USA,"Sun, 01 Jan 1853 11:00:00 PM",4242.48
United States,USA,"Sun, 01 Jan 1854 11:00:00 PM",4254.05
United States,USA,"Sun, 01 Jan 1855 11:00:00 PM",4161.49
United States,USA,"Sun, 01 Jan 1856 11:00:00 PM",4247.62
United States,USA,"Sun, 01 Jan 1857 11:00:00 PM",4156.34
United States,USA,"Sun, 01 Jan 1858 11:00:00 PM",4176.91
United States,USA,"Sun, 01 Jan 1859 11:00:00 PM",4288.76
United States,USA,"Sun, 01 Jan 1860 11:00:00 PM",4401.89
United States,USA,"Sun, 01 Jan 1861 11:00:00 PM",4311.9
United States,USA,"Sun, 01 Jan 1862 11:00:00 PM",4446.89
United States,USA,"Sun, 01 Jan 1863 11:00:00 PM",4733.58
United States,USA,"Sun, 01 Jan 1864 11:00:00 PM",4889.14
United States,USA,"Sun, 01 Jan 1865 11:00:00 PM",4637.16
United States,USA,"Sun, 01 Jan 1866 11:00:00 PM",4599.88
United States,USA,"Sun, 01 Jan 1867 11:00:00 PM",4751.58
United States,USA,"Sun, 01 Jan 1868 11:00:00 PM",4815.86
United States,USA,"Sun, 01 Jan 1869 11:00:00 PM",4943.13
United States,USA,"Sun, 01 Jan 1870 11:00:00 PM",4803
United States,USA,"Sun, 01 Jan 1871 11:00:00 PM",4918.71
United States,USA,"Sun, 01 Jan 1872 11:00:00 PM",4991.98
United States,USA,"Sun, 01 Jan 1873 11:00:00 PM",5116.69
United States,USA,"Sun, 01 Jan 1874 11:00:00 PM",4964.99
United States,USA,"Sun, 01 Jan 1875 11:00:00 PM",5105.12
United States,USA,"Sun, 01 Jan 1876 11:00:00 PM",5049.84
United States,USA,"Sun, 01 Jan 1877 11:00:00 PM",5098.69
United States,USA,"Sun, 01 Jan 1878 11:00:00 PM",5198.97
United States,USA,"Sun, 01 Jan 1879 11:00:00 PM",5715.78
United States,USA,"Sun, 01 Jan 1880 11:00:00 PM",6255.73
United States,USA,"Sun, 01 Jan 1881 11:00:00 PM",6317.44
United States,USA,"Sun, 01 Jan 1882 11:00:00 PM",6557.85
United States,USA,"Sun, 01 Jan 1883 11:00:00 PM",6559.13
United States,USA,"Sun, 01 Jan 1884 11:00:00 PM",6523.13
United States,USA,"Sun, 01 Jan 1885 11:00:00 PM",6424.14
United States,USA,"Sun, 01 Jan 1886 11:00:00 PM",6471.71
United States,USA,"Sun, 01 Jan 1887 11:00:00 PM",6616.98
United States,USA,"Sun, 01 Jan 1888 11:00:00 PM",6447.28
United States,USA,"Sun, 01 Jan 1889 11:00:00 PM",6705.69
United States,USA,"Sun, 01 Jan 1890 11:00:00 PM",6664.55
United States,USA,"Sun, 01 Jan 1891 11:00:00 PM",6811.11
United States,USA,"Sun, 01 Jan 1892 11:00:00 PM",7324.06
United States,USA,"Sun, 01 Jan 1893 11:00:00 PM",6834.25
United States,USA,"Sun, 01 Jan 1894 11:00:00 PM",6510.28
United States,USA,"Sun, 01 Jan 1895 11:00:00 PM",7159.51
United States,USA,"Sun, 01 Jan 1896 11:00:00 PM",6885.67
United States,USA,"Sun, 01 Jan 1897 11:00:00 PM",7406.34
United States,USA,"Sun, 01 Jan 1898 11:00:00 PM",7426.91
United States,USA,"Sun, 01 Jan 1899 11:00:00 PM",7959.15
United States,USA,"Sun, 01 Jan 1900 11:00:00 PM",8037.57
United States,USA,"Sun, 01 Jan 1901 11:00:00 PM",8770.36
United States,USA,"Sun, 01 Jan 1902 11:00:00 PM",8684.23
United States,USA,"Sun, 01 Jan 1903 11:00:00 PM",8941.35
United States,USA,"Sun, 01 Jan 1904 11:00:00 PM",8663.66
United States,USA,"Sun, 01 Jan 1905 11:00:00 PM",9121.33
United States,USA,"Sun, 01 Jan 1906 11:00:00 PM",9980.11
United States,USA,"Sun, 01 Jan 1907 11:00:00 PM",9950.54
United States,USA,"Sun, 01 Jan 1908 11:00:00 PM",8975.98
United States,USA,"Sun, 01 Jan 1909 11:00:00 PM",9798.12
United States,USA,"Sun, 01 Jan 1910 11:00:00 PM",9636.78
United States,USA,"Sun, 01 Jan 1911 11:00:00 PM",9735.89
United States,USA,"Sun, 01 Jan 1912 11:00:00 PM",9976.57
United States,USA,"Sun, 01 Jan 1913 11:00:00 PM",10107.97
United States,USA,"Sun, 01 Jan 1914 11:00:00 PM",9096.37
United States,USA,"Sun, 01 Jan 1915 11:00:00 PM",9164.18
United States,USA,"Sun, 01 Jan 1916 11:00:00 PM",10222.32
United States,USA,"Sun, 01 Jan 1917 11:00:00 PM",9769.08
United States,USA,"Sun, 01 Jan 1918 11:00:00 PM",10471.31
United States,USA,"Sun, 01 Jan 1919 11:00:00 PM",10449.78
United States,USA,"Sun, 01 Jan 1920 11:00:00 PM",10152.93
United States,USA,"Sun, 01 Jan 1921 11:00:00 PM",9674.88
United States,USA,"Sun, 01 Jan 1922 11:00:00 PM",10009.72
United States,USA,"Sun, 01 Jan 1923 11:00:00 PM",11071.24
United States,USA,"Sun, 01 Jan 1924 11:00:00 PM",11126.71
United States,USA,"Sun, 01 Jan 1925 11:00:00 PM",11149.77
United States,USA,"Sun, 01 Jan 1926 11:00:00 PM",11647.77
United States,USA,"Sun, 01 Jan 1927 11:00:00 PM",11532.4
United States,USA,"Sun, 01 Jan 1928 11:00:00 PM",11451.07
United States,USA,"Sun, 01 Jan 1929 11:00:00 PM",11954.24
United States,USA,"Sun, 01 Jan 1930 11:00:00 PM",10694.98
United States,USA,"Sun, 01 Jan 1931 11:00:00 PM",9930.96
United States,USA,"Sun, 01 Jan 1932 11:00:00 PM",8380.5
United States,USA,"Sun, 01 Jan 1933 11:00:00 PM",8048.22
United States,USA,"Sun, 01 Jan 1934 11:00:00 PM",8667.09
United States,USA,"Sun, 01 Jan 1935 11:00:00 PM",9680.84
United States,USA,"Sun, 01 Jan 1936 11:00:00 PM",10568.01
United States,USA,"Sun, 01 Jan 1937 11:00:00 PM",11295.1
United States,USA,"Sun, 01 Jan 1938 11:00:00 PM",10526.13
United States,USA,"Sun, 01 Jan 1939 11:00:00 PM",11171.45
United States,USA,"Sun, 01 Jan 1940 11:00:00 PM",12005.1
United States,USA,"Sun, 01 Jan 1941 11:00:00 PM",13553.4
United States,USA,"Sun, 01 Jan 1942 11:00:00 PM",14869.86
United States,USA,"Sun, 01 Jan 1943 11:00:00 PM",16050.22
United States,USA,"Sun, 01 Jan 1944 11:00:00 PM",16999.33
United States,USA,"Sun, 01 Jan 1945 11:00:00 PM",16477.55
United States,USA,"Sun, 01 Jan 1946 11:00:00 PM",14822.47
United States,USA,"Sun, 01 Jan 1947 11:00:00 PM",14311.55
United States,USA,"Sun, 01 Jan 1948 11:00:00 PM",14734.23
United States,USA,"Sun, 01 Jan 1949 11:00:00 PM",14196.67
United States,USA,"Sun, 01 Jan 1950 11:00:00 PM",15240
United States,USA,"Sun, 01 Jan 1951 11:00:00 PM",16125
United States,USA,"Sun, 01 Jan 1952 11:00:00 PM",16444
United States,USA,"Sun, 01 Jan 1953 11:00:00 PM",16917
United States,USA,"Sun, 01 Jan 1954 11:00:00 PM",16512
United States,USA,"Sun, 01 Jan 1955 11:00:00 PM",17370
United States,USA,"Sun, 01 Jan 1956 11:00:00 PM",17397
United States,USA,"Sun, 01 Jan 1957 11:00:00 PM",17406
United States,USA,"Sun, 01 Jan 1958 11:00:00 PM",16946
United States,USA,"Sun, 01 Jan 1959 11:00:00 PM",17900
United States,USA,"Sun, 01 Jan 1960 11:00:00 PM",18057
United States,USA,"Sun, 01 Jan 1961 11:00:00 PM",18175
United States,USA,"Sun, 01 Jan 1962 11:00:00 PM",18976
United States,USA,"Sun, 01 Jan 1963 11:00:00 PM",19514
United States,USA,"Sun, 01 Jan 1964 11:00:00 PM",20360
United States,USA,"Sun, 01 Jan 1965 11:00:00 PM",21390
United States,USA,"Sun, 01 Jan 1966 11:00:00 PM",22529
United States,USA,"Sun, 01 Jan 1967 11:00:00 PM",22842
United States,USA,"Sun, 01 Jan 1968 11:00:00 PM",23691
United States,USA,"Sun, 01 Jan 1969 11:00:00 PM",24195
United States,USA,"Sun, 01 Jan 1970 11:00:00 PM",23958
United States,USA,"Sun, 01 Jan 1971 11:00:00 PM",24394
United States,USA,"Sun, 01 Jan 1972 11:00:00 PM",25414
United States,USA,"Sun, 01 Jan 1973 11:00:00 PM",26602
United States,USA,"Sun, 01 Jan 1974 11:00:00 PM",26286
United States,USA,"Sun, 01 Jan 1975 11:00:00 PM",25956
United States,USA,"Sun, 01 Jan 1976 11:00:00 PM",27058
United States,USA,"Sun, 01 Jan 1977 11:00:00 PM",28001
United States,USA,"Sun, 01 Jan 1978 11:00:00 PM",29286
United States,USA,"Sun, 01 Jan 1979 11:00:00 PM",29949
United States,USA,"Sun, 01 Jan 1980 11:00:00 PM",29611
United States,USA,"Sun, 01 Jan 1981 11:00:00 PM",30056
United States,USA,"Sun, 01 Jan 1982 11:00:00 PM",29210
United States,USA,"Sun, 01 Jan 1983 11:00:00 PM",30158
United States,USA,"Sun, 01 Jan 1984 11:00:00 PM",32076
United States,USA,"Sun, 01 Jan 1985 11:00:00 PM",33023
United States,USA,"Sun, 01 Jan 1986 11:00:00 PM",33850
United States,USA,"Sun, 01 Jan 1987 11:00:00 PM",34730
United States,USA,"Sun, 01 Jan 1988 11:00:00 PM",35863
United States,USA,"Sun, 01 Jan 1989 11:00:00 PM",36756
United States,USA,"Sun, 01 Jan 1990 11:00:00 PM",36982
United States,USA,"Sun, 01 Jan 1991 11:00:00 PM",36463.96
United States,USA,"Sun, 01 Jan 1992 11:00:00 PM",37240.3
United States,USA,"Sun, 01 Jan 1993 11:00:00 PM",37761.54
United States,USA,"Sun, 01 Jan 1994 11:00:00 PM",38807.28
United States,USA,"Sun, 01 Jan 1995 11:00:00 PM",39390.63
United States,USA,"Sun, 01 Jan 1996 11:00:00 PM",40412.75
United States,USA,"Sun, 01 Jan 1997 11:00:00 PM",41722.67
United States,USA,"Sun, 01 Jan 1998 11:00:00 PM",43072.76
United States,USA,"Sun, 01 Jan 1999 11:00:00 PM",44575.85
United States,USA,"Sun, 01 Jan 2000 11:00:00 PM",45886.47
United States,USA,"Sun, 01 Jan 2001 11:00:00 PM",45878.01
United States,USA,"Sun, 01 Jan 2002 11:00:00 PM",46266.3
United States,USA,"Sun, 01 Jan 2003 11:00:00 PM",47158
United States,USA,"Sun, 01 Jan 2004 11:00:00 PM",48492.72
United States,USA,"Sun, 01 Jan 2005 11:00:00 PM",49654.76
United States,USA,"Sun, 01 Jan 2006 11:00:00 PM",50489.86
United States,USA,"Sun, 01 Jan 2007 11:00:00 PM",50901.74
United States,USA,"Sun, 01 Jan 2008 11:00:00 PM",50275.75
United States,USA,"Sun, 01 Jan 2009 11:00:00 PM",48452.93
United States,USA,"Sun, 01 Jan 2010 11:00:00 PM",49266.92
United States,USA,"Sun, 01 Jan 2011 11:00:00 PM",49675
United States,USA,"Sun, 01 Jan 2012 11:00:00 PM",50394
United States,USA,"Sun, 01 Jan 2013 11:00:00 PM",50863
United States,USA,"Sun, 01 Jan 2014 11:00:00 PM",51664
United States,USA,"Sun, 01 Jan 2015 11:00:00 PM",52591
United States,USA,"Sun, 01 Jan 2016 11:00:00 PM",53015
United States,USA,"Sun, 01 Jan 2017 11:00:00 PM",54007.77
United States,USA,"Sun, 01 Jan 2018 11:00:00 PM",55334.74
Western Europe,,"Sun, 01 Jan 1820 11:00:00 PM",2306.97
Western Europe,,"Sun, 01 Jan 1830 11:00:00 PM",2384.31
Western Europe,,"Sun, 01 Jan 1840 11:00:00 PM",2579.53
Western Europe,,"Sun, 01 Jan 1850 11:00:00 PM",2678
Western Europe,,"Sun, 01 Jan 1860 11:00:00 PM",3034
Western Europe,,"Sun, 01 Jan 1870 11:00:00 PM",3301.3
Western Europe,,"Sun, 01 Jan 1880 11:00:00 PM",3585.15
Western Europe,,"Sun, 01 Jan 1890 11:00:00 PM",4079.31
Western Europe,,"Sun, 01 Jan 1900 11:00:00 PM",4724.3
Western Europe,,"Sun, 01 Jan 1910 11:00:00 PM",5134.76
Western Europe,,"Sun, 01 Jan 1920 11:00:00 PM",4883.54
Western Europe,,"Sun, 01 Jan 1930 11:00:00 PM",6409.11
Western Europe,,"Sun, 01 Jan 1940 11:00:00 PM",7184.53
Western Europe,,"Sun, 01 Jan 1950 11:00:00 PM",7263.26
Western Europe,,"Sun, 01 Jan 1960 11:00:00 PM",10973.87
Western Europe,,"Sun, 01 Jan 1970 11:00:00 PM",16161.44
Western Europe,,"Sun, 01 Jan 1980 11:00:00 PM",20950.23
Western Europe,,"Sun, 01 Jan 1990 11:00:00 PM",25440.04
Western Europe,,"Sun, 01 Jan 2000 11:00:00 PM",32536.31
Western Europe,,"Sun, 01 Jan 2010 11:00:00 PM",37318.37
Western Europe,,"Sun, 01 Jan 2016 11:00:00 PM",38511.33
Western Europe,,"Sun, 01 Jan 2017 11:00:00 PM",39256.53
Western Europe,,"Sun, 01 Jan 2018 11:00:00 PM",39789.9
