country,code,year,since_1800
United Kingdom,GBR,"Sun, 01 Jan 1992 11:00:00 PM",636011.8973
United Kingdom,GBR,"Sun, 01 Jan 1993 11:00:00 PM",626255.8503
United Kingdom,GBR,"Sun, 01 Jan 1994 11:00:00 PM",607527.6056
United Kingdom,GBR,"Sun, 01 Jan 1995 11:00:00 PM",571000
United Kingdom,GBR,"Sun, 01 Jan 1996 11:00:00 PM",581000
United Kingdom,GBR,"Sun, 01 Jan 1997 11:00:00 PM",596000
United Kingdom,GBR,"Sun, 01 Jan 1998 11:00:00 PM",565000
United Kingdom,GBR,"Sun, 01 Jan 1999 11:00:00 PM",522000
United Kingdom,GBR,"Sun, 01 Jan 2000 11:00:00 PM",490000
United Kingdom,GBR,"Sun, 01 Jan 2001 11:00:00 PM",465000
United Kingdom,GBR,"Sun, 01 Jan 2002 11:00:00 PM",462000
United Kingdom,GBR,"Sun, 01 Jan 2003 11:00:00 PM",464000
United Kingdom,GBR,"Sun, 01 Jan 2004 11:00:00 PM",475000
United Kingdom,GBR,"Sun, 01 Jan 2005 11:00:00 PM",499000
United Kingdom,GBR,"Sun, 01 Jan 2006 11:00:00 PM",485000
United Kingdom,GBR,"Sun, 01 Jan 2007 11:00:00 PM",487000
United Kingdom,GBR,"Sun, 01 Jan 2008 11:00:00 PM",509000
United Kingdom,GBR,"Sun, 01 Jan 2009 11:00:00 PM",525000
United Kingdom,GBR,"Sun, 01 Jan 2010 11:00:00 PM",548459.5799
United Kingdom,GBR,"Sun, 01 Jan 2011 11:00:00 PM",596247.613
United States,USA,"Sun, 01 Jan 1840 11:00:00 PM",3570000
United States,USA,"Sun, 01 Jan 1850 11:00:00 PM",4520000
United States,USA,"Sun, 01 Jan 1860 11:00:00 PM",5880000
United States,USA,"Sun, 01 Jan 1870 11:00:00 PM",6790000
United States,USA,"Sun, 01 Jan 1880 11:00:00 PM",8920000
United States,USA,"Sun, 01 Jan 1890 11:00:00 PM",9960000
United States,USA,"Sun, 01 Jan 1900 11:00:00 PM",11680000
United States,USA,"Sun, 01 Jan 1910 11:00:00 PM",11770000
United States,USA,"Sun, 01 Jan 1920 11:00:00 PM",10790000
United States,USA,"Sun, 01 Jan 1929 11:00:00 PM",8627000
United States,USA,"Sun, 01 Jan 1930 11:00:00 PM",8441000
United States,USA,"Sun, 01 Jan 1931 11:00:00 PM",8471000
United States,USA,"Sun, 01 Jan 1932 11:00:00 PM",8370000
United States,USA,"Sun, 01 Jan 1933 11:00:00 PM",8438000
United States,USA,"Sun, 01 Jan 1934 11:00:00 PM",8523000
United States,USA,"Sun, 01 Jan 1935 11:00:00 PM",8651000
United States,USA,"Sun, 01 Jan 1936 11:00:00 PM",8544000
United States,USA,"Sun, 01 Jan 1937 11:00:00 PM",8367000
United States,USA,"Sun, 01 Jan 1938 11:00:00 PM",8066000
United States,USA,"Sun, 01 Jan 1939 11:00:00 PM",7810000
United States,USA,"Sun, 01 Jan 1940 11:00:00 PM",7589000
United States,USA,"Sun, 01 Jan 1941 11:00:00 PM",7486000
United States,USA,"Sun, 01 Jan 1942 11:00:00 PM",7341000
United States,USA,"Sun, 01 Jan 1943 11:00:00 PM",7154000
United States,USA,"Sun, 01 Jan 1944 11:00:00 PM",6931000
United States,USA,"Sun, 01 Jan 1945 11:00:00 PM",6766000
United States,USA,"Sun, 01 Jan 1946 11:00:00 PM",6713000
United States,USA,"Sun, 01 Jan 1947 11:00:00 PM",6657000
United States,USA,"Sun, 01 Jan 1948 11:00:00 PM",6625000
United States,USA,"Sun, 01 Jan 1949 11:00:00 PM",6440000
United States,USA,"Sun, 01 Jan 1950 11:00:00 PM",6402000
United States,USA,"Sun, 01 Jan 1951 11:00:00 PM",6022000
United States,USA,"Sun, 01 Jan 1952 11:00:00 PM",5879000
United States,USA,"Sun, 01 Jan 1953 11:00:00 PM",5696000
United States,USA,"Sun, 01 Jan 1954 11:00:00 PM",5713000
United States,USA,"Sun, 01 Jan 1955 11:00:00 PM",5525000
United States,USA,"Sun, 01 Jan 1956 11:00:00 PM",5251000
United States,USA,"Sun, 01 Jan 1957 11:00:00 PM",5010000
United States,USA,"Sun, 01 Jan 1958 11:00:00 PM",4848000
United States,USA,"Sun, 01 Jan 1959 11:00:00 PM",4704000
United States,USA,"Sun, 01 Jan 1960 11:00:00 PM",4531000
United States,USA,"Sun, 01 Jan 1961 11:00:00 PM",4442000
United States,USA,"Sun, 01 Jan 1962 11:00:00 PM",4310000
United States,USA,"Sun, 01 Jan 1963 11:00:00 PM",4079000
United States,USA,"Sun, 01 Jan 1964 11:00:00 PM",3862000
United States,USA,"Sun, 01 Jan 1965 11:00:00 PM",3713000
United States,USA,"Sun, 01 Jan 1966 11:00:00 PM",3432000
United States,USA,"Sun, 01 Jan 1967 11:00:00 PM",3338000
United States,USA,"Sun, 01 Jan 1968 11:00:00 PM",3303000
United States,USA,"Sun, 01 Jan 1969 11:00:00 PM",3193000
United States,USA,"Sun, 01 Jan 1970 11:00:00 PM",3118000
United States,USA,"Sun, 01 Jan 1971 11:00:00 PM",3065000
United States,USA,"Sun, 01 Jan 1972 11:00:00 PM",3116000
United States,USA,"Sun, 01 Jan 1973 11:00:00 PM",3181000
United States,USA,"Sun, 01 Jan 1974 11:00:00 PM",3255000
United States,USA,"Sun, 01 Jan 1975 11:00:00 PM",3191000
United States,USA,"Sun, 01 Jan 1976 11:00:00 PM",3210000
United States,USA,"Sun, 01 Jan 1977 11:00:00 PM",3105000
United States,USA,"Sun, 01 Jan 1978 11:00:00 PM",3158000
United States,USA,"Sun, 01 Jan 1979 11:00:00 PM",3183000
United States,USA,"Sun, 01 Jan 1980 11:00:00 PM",3275000
United States,USA,"Sun, 01 Jan 1981 11:00:00 PM",3260000
United States,USA,"Sun, 01 Jan 1982 11:00:00 PM",3140000
United States,USA,"Sun, 01 Jan 1983 11:00:00 PM",3166000
United States,USA,"Sun, 01 Jan 1984 11:00:00 PM",3074000
United States,USA,"Sun, 01 Jan 1985 11:00:00 PM",2889000
United States,USA,"Sun, 01 Jan 1986 11:00:00 PM",2869000
United States,USA,"Sun, 01 Jan 1987 11:00:00 PM",2932000
United States,USA,"Sun, 01 Jan 1988 11:00:00 PM",2988000
United States,USA,"Sun, 01 Jan 1989 11:00:00 PM",2940000
United States,USA,"Sun, 01 Jan 1990 11:00:00 PM",2930000
United States,USA,"Sun, 01 Jan 1991 11:00:00 PM",2964000
United States,USA,"Sun, 01 Jan 1992 11:00:00 PM",2883000
United States,USA,"Sun, 01 Jan 1993 11:00:00 PM",2935000
United States,USA,"Sun, 01 Jan 1994 11:00:00 PM",2995000
United States,USA,"Sun, 01 Jan 1995 11:00:00 PM",3210000
United States,USA,"Sun, 01 Jan 1996 11:00:00 PM",3154000
United States,USA,"Sun, 01 Jan 1997 11:00:00 PM",3132000
United States,USA,"Sun, 01 Jan 1998 11:00:00 PM",3133000
United States,USA,"Sun, 01 Jan 1999 11:00:00 PM",3171000
United States,USA,"Sun, 01 Jan 2000 11:00:00 PM",3146000
United States,USA,"Sun, 01 Jan 2001 11:00:00 PM",2093000
United States,USA,"Sun, 01 Jan 2002 11:00:00 PM",2098000
United States,USA,"Sun, 01 Jan 2003 11:00:00 PM",2072000
United States,USA,"Sun, 01 Jan 2004 11:00:00 PM",2030000
United States,USA,"Sun, 01 Jan 2005 11:00:00 PM",1992000
United States,USA,"Sun, 01 Jan 2006 11:00:00 PM",2022000
United States,USA,"Sun, 01 Jan 2007 11:00:00 PM",1953000
United States,USA,"Sun, 01 Jan 2008 11:00:00 PM",1945000
United States,USA,"Sun, 01 Jan 2009 11:00:00 PM",1907000
United States,USA,"Sun, 01 Jan 2010 11:00:00 PM",1923000
United States,USA,"Sun, 01 Jan 2011 11:00:00 PM",1962000
United States,USA,"Sun, 01 Jan 2012 11:00:00 PM",1919000
United States,USA,"Sun, 01 Jan 2013 11:00:00 PM",1957000
United States,USA,"Sun, 01 Jan 2014 11:00:00 PM",1947000
United States,USA,"Sun, 01 Jan 2015 11:00:00 PM",2050000
